SiteId,WsWaIdx,DateHrGmt,DateHrLwt,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
Madrid History 2012,581525,2012-03-28-18,2012-03-28-19,65.3,28.7,47.5,25,939.1,0,64.9,64.9,10,80,0.00,182,58,611,12
Madrid History 2012,581525,2012-03-28-19,2012-03-28-20,63.5,27.3,46.3,25,939.1,0,63.2,63.2,7,110,0.00,19,19,7,8
Madrid History 2012,581525,2012-03-28-20,2012-03-28-21,46.9,29.7,39.0,51,936.1,0,44.1,44.1,5,140,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-28-21,2012-03-28-22,44.9,27.7,37.5,51,937.0,0,41.7,41.7,5,120,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-28-22,2012-03-28-23,41.3,29.0,36.0,62,937.7,0,38.7,38.7,4,100,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-28-23,2012-03-29-00,39.4,29.2,35.0,67,938.2,0,37.4,37.4,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-00,2012-03-29-01,38.3,29.0,33.6,69,938.5,0,36.4,36.4,3,50,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-01,2012-03-29-02,35.9,29.7,33.0,78,938.3,0,35.9,35.9,1,80,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-29-02,2012-03-29-03,34.7,28.7,31.5,79,937.9,0,34.7,34.7,1,50,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-29-03,2012-03-29-04,34.2,28.0,31.4,78,937.4,0,33.1,33.1,2,30,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-29-04,2012-03-29-05,34.4,27.5,31.2,76,936.8,0,32.0,32.0,3,30,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-05,2012-03-29-06,34.8,26.3,30.7,71,936.6,0,31.7,31.7,3,30,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-06,2012-03-29-07,35.4,26.0,30.4,68,936.6,0,31.7,31.7,4,40,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-29-07,2012-03-29-08,46.6,24.9,37.6,42,939.2,0,42.2,42.2,8,50,0.00,37,27,128,9
Madrid History 2012,581525,2012-03-29-08,2012-03-29-09,48.6,24.8,38.5,39,940.0,0,44.2,44.2,9,50,0.00,226,54,638,10
Madrid History 2012,581525,2012-03-29-09,2012-03-29-10,55.7,26.5,42.7,32,940.0,0,52.7,52.7,10,60,0.00,438,65,829,12
Madrid History 2012,581525,2012-03-29-10,2012-03-29-11,59.2,28.2,45.2,31,940.0,0,56.5,56.5,13,40,0.00,627,81,906,15
Madrid History 2012,581525,2012-03-29-11,2012-03-29-12,61.9,27.6,45.5,27,938.8,0,60.4,60.4,10,50,0.00,772,96,944,12
Madrid History 2012,581525,2012-03-29-12,2012-03-29-13,62.8,28.3,46.8,27,939.1,0,61.1,61.1,13,110,0.00,860,106,964,15
Madrid History 2012,581525,2012-03-29-13,2012-03-29-14,64.1,27.4,46.3,25,937.4,0,63.1,63.1,11,110,0.00,885,108,970,13
Madrid History 2012,581525,2012-03-29-14,2012-03-29-15,64.9,26.8,47.3,24,935.8,0,64.3,64.3,10,110,0.00,845,104,968,12
Madrid History 2012,581525,2012-03-29-15,2012-03-29-16,64.8,26.3,47.0,23,934.7,0,64.3,64.3,9,110,0.00,744,94,954,10
Madrid History 2012,581525,2012-03-29-16,2012-03-29-17,63.8,28.3,46.5,26,933.8,0,63.6,63.6,7,110,0.00,591,81,920,8
Madrid History 2012,581525,2012-03-29-17,2012-03-29-18,55.0,29.4,42.4,37,933.3,0,54.0,54.0,4,140,0.00,398,72,832,5
Madrid History 2012,581525,2012-03-29-18,2012-03-29-19,63.5,27.3,46.3,25,935.4,0,62.6,62.6,9,100,0.00,187,60,617,10
Madrid History 2012,581525,2012-03-29-19,2012-03-29-20,61.7,27.2,45.5,27,935.5,0,60.4,60.4,9,70,0.00,21,20,23,10
Madrid History 2012,581525,2012-03-29-20,2012-03-29-21,45.4,28.8,37.7,52,933.2,0,43.6,43.6,3,190,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-21,2012-03-29-22,44.2,26.9,36.0,51,934.1,0,41.9,41.9,4,160,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-29-22,2012-03-29-23,42.0,28.3,35.4,58,934.8,1,39.7,39.7,3,140,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-29-23,2012-03-30-00,40.1,27.9,34.3,62,935.2,4,38.0,38.0,3,110,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-00,2012-03-30-01,39.2,28.4,33.1,65,935.2,9,36.9,36.9,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-01,2012-03-30-02,38.6,28.2,33.2,66,934.8,7,35.8,35.8,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-02,2012-03-30-03,37.7,27.9,33.4,68,934.5,0,35.1,35.1,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-03,2012-03-30-04,35.9,28.0,32.4,73,934.3,3,34.0,34.0,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-30-04,2012-03-30-05,34.9,28.1,31.2,76,934.1,1,33.4,33.4,2,40,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-30-05,2012-03-30-06,34.6,27.7,31.2,76,933.9,10,33.0,33.0,2,30,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-30-06,2012-03-30-07,35.3,27.1,30.8,72,933.9,22,33.0,33.0,3,30,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-07,2012-03-30-08,48.4,23.2,38.2,37,936.3,27,44.8,44.8,7,40,0.00,39,29,124,8
Madrid History 2012,581525,2012-03-30-08,2012-03-30-09,52.1,24.9,40.6,35,936.3,13,50.3,50.3,5,50,0.00,224,59,599,6
Madrid History 2012,581525,2012-03-30-09,2012-03-30-10,59.2,30.0,45.6,33,936.3,2,57.7,57.7,8,30,0.00,434,70,799,9
Madrid History 2012,581525,2012-03-30-10,2012-03-30-11,62.8,30.1,47.3,29,936.3,0,61.6,61.6,10,60,0.00,619,85,880,12
Madrid History 2012,581525,2012-03-30-11,2012-03-30-12,64.6,30.2,48.0,27,936.3,1,64.1,64.1,9,90,0.00,762,100,919,10
Madrid History 2012,581525,2012-03-30-12,2012-03-30-13,66.8,29.2,48.5,24,935.1,4,66.8,66.8,7,110,0.00,849,108,941,8
Madrid History 2012,581525,2012-03-30-13,2012-03-30-14,67.9,29.2,48.2,23,933.6,10,67.9,67.9,6,110,0.00,877,109,955,7
Madrid History 2012,581525,2012-03-30-14,2012-03-30-15,68.3,29.1,49.4,23,932.0,37,68.3,68.3,5,100,0.00,838,103,954,6
Madrid History 2012,581525,2012-03-30-15,2012-03-30-16,67.8,29.3,48.5,24,930.8,48,67.8,67.8,5,110,0.00,734,92,938,6
Madrid History 2012,581525,2012-03-30-16,2012-03-30-17,66.5,31.3,49.3,27,929.8,51,66.5,66.5,4,120,0.00,580,76,904,5
Madrid History 2012,581525,2012-03-30-17,2012-03-30-18,57.6,33.7,45.8,40,929.1,46,57.6,57.6,3,170,0.00,388,84,770,3
Madrid History 2012,581525,2012-03-30-18,2012-03-30-19,67.1,30.7,49.0,26,932.6,45,67.1,67.1,2,360,0.00,181,54,604,2
Madrid History 2012,581525,2012-03-30-19,2012-03-30-20,64.8,28.0,47.5,25,931.9,47,64.8,64.8,2,300,0.00,21,20,35,2
Madrid History 2012,581525,2012-03-30-20,2012-03-30-21,50.9,29.7,40.8,44,928.6,51,49.6,49.6,4,230,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-30-21,2012-03-30-22,47.2,32.0,39.7,55,928.4,66,46.4,46.4,3,230,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-30-22,2012-03-30-23,44.1,34.1,38.4,68,928.6,78,44.1,44.1,1,180,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-30-23,2012-03-31-00,43.8,32.5,37.9,64,928.7,84,43.3,43.3,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-31-00,2012-03-31-01,44.6,30.9,37.1,59,928.8,85,42.7,42.7,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-31-01,2012-03-31-02,42.2,29.7,35.8,61,928.6,86,41.3,41.3,2,100,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-31-02,2012-03-31-03,41.9,29.2,35.8,61,928.0,76,40.1,40.1,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-31-03,2012-03-31-04,41.0,28.2,35.7,60,927.7,63,38.8,38.8,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-31-04,2012-03-31-05,39.5,29.2,35.0,67,927.5,61,37.5,37.5,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-31-05,2012-03-31-06,38.2,29.3,33.8,71,927.5,61,36.6,36.6,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-31-06,2012-03-31-07,37.7,29.4,33.9,72,927.7,67,36.8,36.8,2,90,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-31-07,2012-03-31-08,45.1,30.6,38.4,57,928.2,84,45.1,45.1,1,100,0.00,37,32,63,1
Madrid History 2012,581525,2012-03-31-08,2012-03-31-09,51.9,32.9,43.0,48,927.8,86,51.9,51.9,2,120,0.00,182,111,251,2
Madrid History 2012,581525,2012-03-31-09,2012-03-31-10,57.5,28.5,44.3,33,930.7,76,57.5,57.5,3,150,0.00,373,155,473,3
Madrid History 2012,581525,2012-03-31-10,2012-03-31-11,61.0,30.2,46.5,31,930.7,89,61.0,61.0,2,0,0.00,558,157,656,2
Madrid History 2012,581525,2012-03-31-11,2012-03-31-12,63.3,29.2,46.8,27,929.9,93,63.3,63.3,0,140,0.00,679,206,652,0
Madrid History 2012,581525,2012-03-31-12,2012-03-31-13,64.9,31.5,48.6,29,928.8,97,64.9,64.9,2,210,0.00,704,274,544,2
Madrid History 2012,581525,2012-03-31-13,2012-03-31-14,66.1,31.4,48.0,27,927.4,97,66.1,66.1,3,200,0.00,705,295,506,3
Madrid History 2012,581525,2012-03-31-14,2012-03-31-15,64.6,32.0,48.6,29,929.7,97,64.6,64.6,5,180,0.00,690,259,558,6
Madrid History 2012,581525,2012-03-31-15,2012-03-31-16,67.9,33.7,49.6,28,928.8,97,67.9,67.9,5,180,0.00,526,336,277,6
Madrid History 2012,581525,2012-03-31-16,2012-03-31-17,65.8,30.9,48.0,27,925.1,100,65.8,65.8,3,200,0.00,352,269,147,3
Madrid History 2012,581525,2012-03-31-17,2012-03-31-18,59.8,32.2,46.1,35,925.1,97,59.8,59.8,3,230,0.00,208,177,77,3
Madrid History 2012,581525,2012-03-31-18,2012-03-31-19,55.4,29.4,43.8,37,924.9,96,54.9,54.9,4,270,0.00,97,82,67,5
Madrid History 2012,581525,2012-03-31-19,2012-03-31-20,60.3,30.4,45.4,32,927.9,95,59.7,59.7,6,220,0.00,15,15,0,7
Madrid History 2012,581525,2012-03-31-20,2012-03-31-21,51.4,30.4,40.8,44,924.8,92,49.9,49.9,4,290,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-31-21,2012-03-31-22,49.6,30.4,40.1,48,924.9,82,48.0,48.0,4,310,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-31-22,2012-03-31-23,48.7,31.2,40.6,51,925.2,67,46.6,46.6,4,320,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-31-23,2012-04-01-00,47.9,32.1,39.5,54,925.5,54,45.5,45.5,5,330,0.00,0,0,0,6
Madrid History 2012,581525,2012-04-01-00,2012-04-01-01,46.7,33.6,40.5,60,925.5,50,44.2,44.2,5,330,0.00,0,0,0,6
Madrid History 2012,581525,2012-04-01-01,2012-04-01-02,43.6,37.3,40.0,79,925.6,58,43.6,43.6,1,330,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-01-02,2012-04-01-03,42.8,37.3,38.5,81,925.1,57,42.8,42.8,2,340,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-01-03,2012-04-01-04,41.6,37.4,39.0,85,924.6,46,41.6,41.6,1,340,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-01-04,2012-04-01-05,40.4,36.6,37.5,87,924.6,33,40.4,40.4,1,320,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-01-05,2012-04-01-06,39.3,35.8,37.7,88,924.6,25,39.3,39.3,1,320,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-01-06,2012-04-01-07,38.7,35.2,35.9,88,924.8,20,38.7,38.7,1,350,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-01-07,2012-04-01-08,45.9,37.1,40.5,71,924.7,15,45.9,45.9,1,20,0.00,43,33,109,1
Madrid History 2012,581525,2012-04-01-08,2012-04-01-09,52.0,36.8,44.5,56,924.7,15,52.0,52.0,1,50,0.00,224,78,509,1
Madrid History 2012,581525,2012-04-01-09,2012-04-01-10,58.2,37.4,47.0,46,924.7,9,58.2,58.2,1,120,0.00,423,102,690,1
Madrid History 2012,581525,2012-04-01-10,2012-04-01-11,56.0,32.2,44.4,40,927.1,11,56.0,56.0,2,0,0.00,611,116,803,2
Madrid History 2012,581525,2012-04-01-11,2012-04-01-12,59.5,35.7,47.4,41,927.9,14,59.2,59.2,5,100,0.00,752,133,849,6
Madrid History 2012,581525,2012-04-01-12,2012-04-01-13,62.1,34.9,47.7,36,926.1,7,62.1,62.1,5,130,0.00,838,146,869,6
Madrid History 2012,581525,2012-04-01-13,2012-04-01-14,70.0,33.7,51.5,26,923.0,6,70.0,70.0,4,180,0.00,869,143,893,5
Madrid History 2012,581525,2012-04-01-14,2012-04-01-15,70.6,33.3,51.2,25,922.1,13,70.6,72.6,4,170,0.00,831,133,899,5
Madrid History 2012,581525,2012-04-01-15,2012-04-01-16,68.1,35.6,51.4,30,925.9,18,68.1,68.1,5,210,0.00,725,118,877,6
Madrid History 2012,581525,2012-04-01-16,2012-04-01-17,66.2,36.2,49.6,33,925.2,24,66.2,66.2,5,210,0.00,563,101,818,6
Madrid History 2012,581525,2012-04-01-17,2012-04-01-18,67.6,34.3,49.8,29,925.1,30,67.6,67.6,5,360,0.00,369,81,715,6
Madrid History 2012,581525,2012-04-01-18,2012-04-01-19,59.4,32.2,46.3,36,925.0,35,58.2,58.2,7,330,0.00,167,56,512,8
Madrid History 2012,581525,2012-04-01-19,2012-04-01-20,54.9,35.1,44.3,47,925.0,29,53.1,53.1,6,330,0.00,21,20,33,7
Madrid History 2012,581525,2012-04-01-20,2012-04-01-21,49.8,36.1,41.9,59,922.8,35,48.2,48.2,4,280,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-01-21,2012-04-01-22,47.1,38.2,42.2,71,923.4,40,45.7,45.7,3,290,0.00,0,0,0,3
Madrid History 2012,581525,2012-04-01-22,2012-04-01-23,45.6,38.2,41.2,76,923.5,45,44.5,44.5,3,300,0.00,0,0,0,3
Madrid History 2012,581525,2012-04-01-23,2012-04-02-00,44.7,38.2,41.5,78,923.6,50,43.7,43.7,3,310,0.00,0,0,0,3
Madrid History 2012,581525,2012-04-02-00,2012-04-02-01,43.6,38.2,40.2,81,923.4,44,43.0,43.0,2,300,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-02-01,2012-04-02-02,42.1,37.7,39.0,85,922.8,47,40.8,40.8,3,260,0.00,0,0,0,3
Madrid History 2012,581525,2012-04-02-02,2012-04-02-03,41.2,37.0,39.2,86,922.5,59,40.1,40.1,2,270,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-02-03,2012-04-02-04,40.4,36.6,37.5,87,922.2,65,40.0,40.0,2,280,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-02-04,2012-04-02-05,39.5,36.1,37.7,88,922.3,64,39.5,39.5,1,280,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-02-05,2012-04-02-06,38.6,35.6,36.0,89,922.4,55,38.6,38.6,1,270,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-02-06,2012-04-02-07,38.3,35.2,36.0,89,922.7,39,38.3,38.3,1,250,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-02-07,2012-04-02-08,51.8,37.4,43.3,58,925.2,33,50.1,50.1,5,0,0.00,44,36,86,6
Madrid History 2012,581525,2012-04-02-08,2012-04-02-09,52.0,39.1,45.5,62,926.1,20,52.0,52.0,2,350,0.00,225,82,493,2
Madrid History 2012,581525,2012-04-02-09,2012-04-02-10,56.7,40.3,47.2,54,925.5,32,56.7,56.7,1,290,0.00,427,102,690,1
Madrid History 2012,581525,2012-04-02-10,2012-04-02-11,52.4,39.3,45.4,61,927.0,41,51.3,51.3,4,150,0.00,609,119,790,5
Madrid History 2012,581525,2012-04-02-11,2012-04-02-12,52.5,46.3,48.6,80,927.0,42,52.5,52.5,2,360,0.00,747,141,826,2
Madrid History 2012,581525,2012-04-02-12,2012-04-02-13,57.6,48.0,51.8,70,926.0,56,57.4,57.4,4,300,0.00,830,165,831,5
Madrid History 2012,581525,2012-04-02-13,2012-04-02-14,57.8,47.9,51.8,70,924.7,84,57.8,57.8,3,280,0.03,834,172,812,3
Madrid History 2012,581525,2012-04-02-14,2012-04-02-15,62.6,42.9,52.0,49,925.1,92,62.4,62.4,6,230,0.03,678,304,480,7
Madrid History 2012,581525,2012-04-02-15,2012-04-02-16,62.5,41.2,49.9,46,924.2,90,61.0,61.0,12,210,0.02,555,312,349,14
Madrid History 2012,581525,2012-04-02-16,2012-04-02-17,62.4,41.3,49.9,46,924.2,90,61.2,61.2,10,220,0.03,468,221,435,12
Madrid History 2012,581525,2012-04-02-17,2012-04-02-18,62.2,39.8,49.5,44,924.2,96,61.2,61.2,9,230,0.02,316,142,428,10
Madrid History 2012,581525,2012-04-02-18,2012-04-02-19,60.3,39.9,48.7,47,923.3,97,58.5,58.5,10,220,0.02,137,76,278,12
Madrid History 2012,581525,2012-04-02-19,2012-04-02-20,56.7,42.2,47.9,58,923.2,98,54.5,54.5,8,220,0.04,17,17,0,9
Madrid History 2012,581525,2012-04-02-20,2012-04-02-21,48.8,45.8,46.7,90,921.4,96,47.8,47.8,3,230,0.01,0,0,0,3
Madrid History 2012,581525,2012-04-02-21,2012-04-02-22,48.1,45.6,45.1,91,921.6,100,47.3,47.3,3,250,0.00,0,0,0,3
Madrid History 2012,581525,2012-04-02-22,2012-04-02-23,47.7,45.4,45.3,92,921.9,97,47.2,47.2,2,270,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-02-23,2012-04-03-00,47.0,45.1,45.6,94,922.1,97,46.7,46.7,2,270,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-03-00,2012-04-03-01,46.1,44.5,43.9,95,922.1,98,46.1,46.1,2,270,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-03-01,2012-04-03-02,44.5,43.4,42.4,97,921.7,96,44.5,44.5,2,110,0.00,0,0,0,2
Madrid History 2012,581525,2012-04-03-02,2012-04-03-03,43.1,42.2,42.4,97,921.2,97,43.1,43.1,0,190,0.00,0,0,0,0
Madrid History 2012,581525,2012-04-03-03,2012-04-03-04,42.3,41.4,40.6,97,920.8,98,42.3,42.3,1,230,0.00,0,0,0,1
Madrid History 2012,581525,2012-04-03-04,2012-04-03-05,43.1,42.2,42.4,97,920.8,99,43.1,43.1,1,200,0.01,0,0,0,1
Madrid History 2012,581525,2012-04-03-05,2012-04-03-06,44.0,43.0,42.3,96,920.8,100,43.6,43.6,2,200,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-03-06,2012-04-03-07,44.6,43.2,42.1,95,920.9,99,43.8,43.8,2,200,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-03-07,2012-04-03-08,46.5,44.5,45.4,93,923.3,99,46.5,46.5,2,360,0.08,17,17,0,2
Madrid History 2012,581525,2012-04-03-08,2012-04-03-09,46.6,46.3,46.3,99,923.3,101,46.6,46.6,2,350,0.06,76,76,0,2
Madrid History 2012,581525,2012-04-03-09,2012-04-03-10,53.4,47.9,48.9,82,924.3,100,53.4,53.4,1,340,0.07,124,124,0,1
Madrid History 2012,581525,2012-04-03-10,2012-04-03-11,51.7,46.2,47.2,82,924.3,100,51.7,51.7,1,340,0.07,159,159,0,1
Madrid History 2012,581525,2012-04-03-11,2012-04-03-12,51.7,44.6,46.4,77,924.3,100,51.7,51.7,2,350,0.06,181,180,2,2
Madrid History 2012,581525,2012-04-03-12,2012-04-03-13,48.4,42.8,45.4,81,924.3,100,44.2,44.2,8,20,0.06,194,193,1,9
Madrid History 2012,581525,2012-04-03-13,2012-04-03-14,52.3,45.6,48.3,78,921.7,100,51.2,51.2,4,270,0.06,222,221,2,5
Madrid History 2012,581525,2012-04-03-14,2012-04-03-15,46.8,46.3,46.3,99,924.2,100,46.8,46.8,2,350,0.02,238,237,2,2
Madrid History 2012,581525,2012-04-03-15,2012-04-03-16,50.2,48.0,48.9,93,923.3,100,50.1,50.1,2,340,0.02,243,238,7,2
Madrid History 2012,581525,2012-04-03-16,2012-04-03-17,55.3,44.6,48.0,67,923.3,100,55.3,55.3,1,350,0.01,207,201,9,1
Madrid History 2012,581525,2012-04-03-17,2012-04-03-18,52.8,44.9,47.8,75,923.0,100,52.8,52.8,1,360,0.01,148,145,7,1
Madrid History 2012,581525,2012-04-03-18,2012-04-03-19,50.3,45.5,47.5,84,920.9,99,49.3,49.3,3,310,0.01,72,72,0,3
Madrid History 2012,581525,2012-04-03-19,2012-04-03-20,48.1,47.9,46.4,100,923.3,99,47.4,47.4,3,130,0.03,12,12,0,3
Madrid History 2012,581525,2012-04-03-20,2012-04-03-21,46.7,44.5,45.3,92,921.5,100,46.7,46.7,2,270,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-03-21,2012-04-03-22,47.2,44.9,45.3,92,921.7,99,46.9,46.9,2,270,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-03-22,2012-04-03-23,46.9,45.0,45.4,93,921.8,98,46.9,46.9,2,270,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-03-23,2012-04-04-00,46.5,45.0,45.7,95,921.8,96,46.5,46.5,2,260,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-04-00,2012-04-04-01,45.9,44.7,44.1,96,921.6,90,45.9,45.9,1,250,0.01,0,0,0,1
Madrid History 2012,581525,2012-04-04-01,2012-04-04-02,44.7,43.9,44.2,97,922.0,85,44.7,44.7,1,200,0.01,0,0,0,1
Madrid History 2012,581525,2012-04-04-02,2012-04-04-03,44.6,43.8,44.2,97,921.8,84,44.6,44.6,2,200,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-04-03,2012-04-04-04,44.5,43.8,42.5,98,921.5,76,44.2,44.2,2,200,0.01,0,0,0,2
Madrid History 2012,581525,2012-04-04-04,2012-04-04-05,44.0,43.4,42.5,98,921.5,71,43.6,43.6,2,200,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-04-05,2012-04-04-06,43.7,43.1,42.5,98,921.6,87,42.9,42.9,2,200,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-04-06,2012-04-04-07,44.7,44.0,44.3,98,921.7,97,43.8,43.8,2,200,0.02,0,0,0,2
Madrid History 2012,581525,2012-04-04-07,2012-04-04-08,46.4,46.2,46.4,100,923.3,98,46.4,46.4,2,360,0.05,10,10,0,2
Madrid History 2012,581525,2012-04-04-08,2012-04-04-09,44.8,44.5,44.6,100,924.3,99,44.8,44.8,2,360,0.03,35,35,0,2
Madrid History 2012,581525,2012-04-04-09,2012-04-04-10,44.8,44.5,44.5,99,924.3,98,42.6,42.6,4,110,0.02,62,62,0,5
Madrid History 2012,581525,2012-04-04-10,2012-04-04-11,46.6,46.2,46.3,99,924.3,93,44.7,44.7,4,110,0.02,115,115,0,5
Madrid History 2012,581525,2012-04-04-11,2012-04-04-12,46.7,46.2,46.3,99,925.1,91,44.8,44.8,4,110,0.01,193,191,2,5
Madrid History 2012,581525,2012-04-04-12,2012-04-04-13,48.9,46.3,46.9,91,924.2,95,47.0,47.0,4,120,0.01,248,246,3,5
Madrid History 2012,581525,2012-04-04-13,2012-04-04-14,46.7,46.3,46.3,99,925.1,93,45.8,45.8,3,360,0.03,298,288,12,3
Madrid History 2012,581525,2012-04-04-14,2012-04-04-15,45.0,44.5,44.5,99,924.2,97,45.0,45.0,2,350,0.02,238,236,2,2
Madrid History 2012,581525,2012-04-04-15,2012-04-04-16,51.6,44.6,46.4,77,921.2,95,50.0,50.0,4,250,0.02,153,153,0,5
Madrid History 2012,581525,2012-04-04-16,2012-04-04-17,46.6,46.2,46.3,99,923.3,90,44.5,44.5,4,230,0.01,146,146,0,5
Madrid History 2012,581525,2012-04-04-17,2012-04-04-18,46.1,45.1,44.2,97,923.1,86,44.3,44.3,4,240,0.00,117,117,0,5
Madrid History 2012,581525,2012-04-04-18,2012-04-04-19,49.6,43.8,45.4,81,921.5,85,47.8,47.8,4,270,0.00,76,76,0,5
Madrid History 2012,581525,2012-04-04-19,2012-04-04-20,45.8,41.3,42.5,85,921.2,96,44.0,44.0,4,270,0.01,14,14,0,5
Madrid History 2012,581525,2012-04-04-20,2012-04-04-21,45.8,41.3,42.5,85,921.6,98,43.7,43.7,4,260,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-04-21,2012-04-04-22,45.6,41.2,42.5,85,921.9,98,42.9,42.9,5,250,0.00,0,0,0,6
Madrid History 2012,581525,2012-04-04-22,2012-04-04-23,45.2,41.0,42.7,86,922.3,95,42.3,42.3,5,250,0.00,0,0,0,6
Madrid History 2012,581525,2012-04-04-23,2012-04-05-00,44.7,40.8,42.7,86,922.6,97,41.9,41.9,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-05-00,2012-04-05-01,44.2,40.5,41.1,87,922.5,97,41.4,41.4,4,230,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-05-01,2012-04-05-02,43.4,40.3,41.3,89,921.7,67,40.3,40.3,5,200,0.00,0,0,0,6
Madrid History 2012,581525,2012-04-05-02,2012-04-05-03,41.1,39.1,40.1,93,921.0,38,37.8,37.8,4,200,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-05-03,2012-04-05-04,39.6,38.1,38.5,95,920.8,79,36.3,36.3,4,200,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-05-04,2012-04-05-05,41.4,39.2,39.9,92,921.2,97,38.2,38.2,4,200,0.00,0,0,0,5
Madrid History 2012,581525,2012-04-05-05,2012-04-05-06,41.9,39.4,39.8,91,921.5,100,38.3,38.3,5,190,0.01,0,0,0,6
Madrid History 2012,581525,2012-04-05-06,2012-04-05-07,41.9,39.3,39.8,91,921.8,99,38.2,38.2,5,180,0.01,0,0,0,6
Madrid History 2012,581525,2012-04-05-07,2012-04-05-08,44.2,41.6,41.6,91,921.3,89,41.2,41.2,5,170,0.01,10,10,0,6
Madrid History 2012,581525,2012-04-05-08,2012-04-05-09,43.1,42.6,42.7,99,923.3,68,43.1,43.1,1,360,0.00,90,90,0,1
Madrid History 2012,581525,2012-04-05-09,2012-04-05-10,43.2,42.7,42.5,98,924.3,52,43.2,43.2,2,360,0.00,273,218,114,2
Madrid History 2012,581525,2012-04-05-10,2012-04-05-11,43.3,42.7,42.5,98,924.3,74,41.6,41.6,3,170,0.00,445,289,246,3
Madrid History 2012,581525,2012-04-05-11,2012-04-05-12,46.3,42.7,42.9,88,923.8,82,44.6,44.6,4,180,0.00,490,364,168,5
Madrid History 2012,581525,2012-04-05-12,2012-04-05-13,48.5,42.1,45.1,79,923.3,84,47.2,47.2,3,230,0.00,533,391,174,3
