SiteId,WsWaIdx,DateHrGmt,DateHrLwt,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
Madrid History 2012,581525,2012-11-03-00,2012-11-03-01,46.0,44.7,44.1,96,929.0,100,45.2,45.2,3,150,0.03,0,0,0,3
Madrid History 2012,581525,2012-11-03-01,2012-11-03-02,46.4,46.0,46.3,99,927.9,100,46.4,46.4,1,170,0.07,0,0,0,1
Madrid History 2012,581525,2012-11-03-02,2012-11-03-03,46.6,46.0,46.3,99,926.7,100,46.6,46.6,2,80,0.08,0,0,0,2
Madrid History 2012,581525,2012-11-03-03,2012-11-03-04,46.8,46.3,46.3,99,926.7,100,46.7,46.7,2,140,0.06,0,0,0,2
Madrid History 2012,581525,2012-11-03-04,2012-11-03-05,47.0,46.6,46.3,99,926.2,100,46.0,46.0,3,120,0.03,0,0,0,3
Madrid History 2012,581525,2012-11-03-05,2012-11-03-06,47.1,46.5,46.3,99,925.6,100,45.8,45.8,3,110,0.02,0,0,0,3
Madrid History 2012,581525,2012-11-03-06,2012-11-03-07,47.1,46.6,46.1,98,925.4,100,46.0,46.0,3,120,0.02,0,0,0,3
Madrid History 2012,581525,2012-11-03-07,2012-11-03-08,46.8,45.9,46.0,97,925.9,100,45.7,45.7,3,140,0.02,0,0,0,3
Madrid History 2012,581525,2012-11-03-08,2012-11-03-09,47.4,46.0,45.7,95,926.0,100,46.1,46.1,3,130,0.00,11,11,0,3
Madrid History 2012,581525,2012-11-03-09,2012-11-03-10,48.3,46.5,47.3,94,926.0,98,47.3,47.3,3,130,0.00,38,38,0,3
Madrid History 2012,581525,2012-11-03-10,2012-11-03-11,48.3,48.0,48.2,100,928.8,100,48.3,48.3,2,0,0.00,60,60,0,2
Madrid History 2012,581525,2012-11-03-11,2012-11-03-12,48.3,48.0,48.2,100,928.8,100,48.3,48.3,1,0,0.01,70,70,0,1
Madrid History 2012,581525,2012-11-03-12,2012-11-03-13,49.2,48.7,47.9,98,927.7,100,48.3,48.3,3,0,0.01,73,73,0,3
Madrid History 2012,581525,2012-11-03-13,2012-11-03-14,53.5,51.5,50.7,93,927.9,97,53.5,53.5,1,0,0.01,74,74,0,1
Madrid History 2012,581525,2012-11-03-14,2012-11-03-15,55.2,49.9,50.6,82,928.0,97,55.2,55.2,3,200,0.00,90,90,0,3
Madrid History 2012,581525,2012-11-03-15,2012-11-03-16,53.5,51.5,50.9,94,927.1,96,51.6,51.6,6,180,0.00,84,84,0,7
Madrid History 2012,581525,2012-11-03-16,2012-11-03-17,51.9,51.0,51.3,97,926.9,97,50.2,50.2,5,180,0.00,69,69,0,6
Madrid History 2012,581525,2012-11-03-17,2012-11-03-18,51.7,49.8,49.1,94,928.0,98,51.3,51.3,3,190,0.00,27,27,0,3
Madrid History 2012,581525,2012-11-03-18,2012-11-03-19,51.5,49.8,49.1,94,927.4,99,51.5,51.5,2,160,0.00,0,0,0,2
Madrid History 2012,581525,2012-11-03-19,2012-11-03-20,51.7,50.2,49.2,95,926.9,99,51.6,51.6,3,180,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-03-20,2012-11-03-21,50.7,49.7,49.5,97,925.2,99,50.7,50.7,2,200,0.00,0,0,0,2
Madrid History 2012,581525,2012-11-03-21,2012-11-03-22,51.1,50.3,49.5,97,925.3,97,50.8,50.8,3,210,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-03-22,2012-11-03-23,51.4,50.8,49.7,98,925.4,98,50.8,50.8,3,210,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-03-23,2012-11-04-00,51.8,51.4,51.6,99,925.5,98,51.1,51.1,3,210,0.01,0,0,0,3
Madrid History 2012,581525,2012-11-04-00,2012-11-04-01,52.4,52.0,51.6,99,925.1,99,51.6,51.6,4,200,0.01,0,0,0,5
Madrid History 2012,581525,2012-11-04-01,2012-11-04-02,53.1,52.8,51.6,99,923.9,98,53.1,53.1,3,200,0.03,0,0,0,3
Madrid History 2012,581525,2012-11-04-02,2012-11-04-03,53.8,53.4,53.4,99,922.9,100,53.0,53.0,4,190,0.02,0,0,0,5
Madrid History 2012,581525,2012-11-04-03,2012-11-04-04,54.6,54.1,53.4,99,922.3,99,53.2,53.2,5,190,0.01,0,0,0,6
Madrid History 2012,581525,2012-11-04-04,2012-11-04-05,55.5,55.0,55.2,99,922.1,101,53.6,53.6,7,200,0.01,0,0,0,8
Madrid History 2012,581525,2012-11-04-05,2012-11-04-06,56.3,55.6,55.0,98,921.7,100,54.0,54.0,8,200,0.01,0,0,0,9
Madrid History 2012,581525,2012-11-04-06,2012-11-04-07,56.8,56.0,55.0,98,921.5,100,54.4,54.4,9,210,0.01,0,0,0,10
Madrid History 2012,581525,2012-11-04-07,2012-11-04-08,55.3,54.5,53.3,98,921.4,100,54.3,54.3,5,210,0.01,0,0,0,6
Madrid History 2012,581525,2012-11-04-08,2012-11-04-09,56.5,55.3,54.7,96,921.4,100,55.0,55.0,6,200,0.02,19,19,0,7
Madrid History 2012,581525,2012-11-04-09,2012-11-04-10,57.2,54.9,54.2,93,921.6,100,55.8,55.8,6,240,0.02,47,47,0,7
Madrid History 2012,581525,2012-11-04-10,2012-11-04-11,56.9,54.1,53.9,91,922.0,100,55.2,55.2,7,270,0.03,66,66,0,8
Madrid History 2012,581525,2012-11-04-11,2012-11-04-12,55.3,52.2,52.0,90,922.1,100,53.2,53.2,7,310,0.04,67,67,0,8
Madrid History 2012,581525,2012-11-04-12,2012-11-04-13,52.1,47.6,49.4,85,922.2,99,48.7,48.7,9,0,0.04,56,56,0,10
Madrid History 2012,581525,2012-11-04-13,2012-11-04-14,50.6,45.3,47.2,82,922.3,100,46.8,46.8,9,360,0.08,61,61,0,10
Madrid History 2012,581525,2012-11-04-14,2012-11-04-15,49.0,43.1,45.2,80,923.0,99,44.6,44.6,9,350,0.03,56,56,0,10
Madrid History 2012,581525,2012-11-04-15,2012-11-04-16,51.6,51.2,49.9,99,924.3,99,51.6,51.6,3,140,0.01,32,32,0,3
Madrid History 2012,581525,2012-11-04-16,2012-11-04-17,50.7,49.3,49.2,95,924.7,99,50.1,50.1,3,150,0.00,21,21,0,3
Madrid History 2012,581525,2012-11-04-17,2012-11-04-18,50.1,47.8,48.8,92,924.9,102,49.8,49.8,3,160,0.00,10,10,0,3
Madrid History 2012,581525,2012-11-04-18,2012-11-04-19,49.8,46.9,46.7,90,925.8,98,48.1,48.1,4,210,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-04-19,2012-11-04-20,51.6,49.4,48.9,93,926.2,99,50.4,50.4,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-04-20,2012-11-04-21,47.7,41.9,43.5,80,925.5,43,46.0,46.0,4,300,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-04-21,2012-11-04-22,45.0,40.6,42.5,85,926.0,65,42.1,42.1,5,300,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-04-22,2012-11-04-23,44.1,40.0,40.9,86,926.5,57,41.0,41.0,5,300,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-04-23,2012-11-05-00,43.1,39.4,41.1,87,927.1,51,39.6,39.6,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-05-00,2012-11-05-01,42.3,38.6,39.3,87,927.7,54,38.4,38.4,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-05-01,2012-11-05-02,41.6,38.5,39.6,89,929.3,75,37.0,37.0,6,310,0.00,0,0,0,7
Madrid History 2012,581525,2012-11-05-02,2012-11-05-03,40.3,36.9,37.7,88,929.1,89,35.6,35.6,6,320,0.00,0,0,0,7
Madrid History 2012,581525,2012-11-05-03,2012-11-05-04,39.0,35.5,35.9,88,929.4,85,34.6,34.6,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-05-04,2012-11-05-05,37.7,34.2,35.9,88,929.9,58,33.4,33.4,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-05-05,2012-11-05-06,36.4,32.9,34.1,88,930.4,22,32.0,32.0,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-05-06,2012-11-05-07,35.4,31.8,32.2,87,931.0,17,31.1,31.1,4,310,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-05-07,2012-11-05-08,34.6,31.1,32.2,87,931.6,19,32.1,32.1,3,320,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-05-08,2012-11-05-09,39.4,23.5,33.1,53,933.6,33,37.5,37.5,3,80,0.00,59,38,196,3
Madrid History 2012,581525,2012-11-05-09,2012-11-05-10,46.4,27.0,38.4,47,934.5,83,46.4,46.4,1,350,0.00,230,56,636,1
Madrid History 2012,581525,2012-11-05-10,2012-11-05-11,44.8,25.3,36.7,46,934.5,96,41.3,41.3,6,140,0.00,358,90,658,7
Madrid History 2012,581525,2012-11-05-11,2012-11-05-12,47.0,26.7,38.1,45,934.1,96,44.3,44.3,5,150,0.00,436,152,566,6
Madrid History 2012,581525,2012-11-05-12,2012-11-05-13,48.4,30.5,40.4,50,934.5,99,46.8,46.8,4,120,0.00,456,207,454,5
Madrid History 2012,581525,2012-11-05-13,2012-11-05-14,50.1,30.5,41.4,47,935.4,100,49.6,49.6,3,130,0.00,457,205,460,3
Madrid History 2012,581525,2012-11-05-14,2012-11-05-15,51.8,32.2,42.8,47,934.5,94,51.8,51.8,1,350,0.00,397,222,353,1
Madrid History 2012,581525,2012-11-05-15,2012-11-05-16,52.2,36.2,44.3,55,931.8,93,51.3,51.3,4,230,0.00,352,100,627,5
Madrid History 2012,581525,2012-11-05-16,2012-11-05-17,51.4,32.3,41.5,48,934.5,93,51.1,51.1,3,130,0.00,195,96,371,3
Madrid History 2012,581525,2012-11-05-17,2012-11-05-18,49.2,33.2,41.1,54,934.5,95,49.2,49.2,1,130,0.00,56,37,187,1
Madrid History 2012,581525,2012-11-05-18,2012-11-05-19,48.0,30.5,39.0,51,935.5,97,48.0,48.0,1,350,0.00,0,0,0,1
Madrid History 2012,581525,2012-11-05-19,2012-11-05-20,47.0,32.1,39.8,56,934.6,98,46.5,46.5,2,20,0.00,0,0,0,2
Madrid History 2012,581525,2012-11-05-20,2012-11-05-21,43.7,36.2,39.4,75,933.0,98,42.6,42.6,3,320,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-05-21,2012-11-05-22,44.0,36.3,39.4,75,932.6,95,42.2,42.2,3,340,0.00,0,0,0,3
Madrid History 2012,581525,2012-11-05-22,2012-11-05-23,44.0,36.5,39.4,75,933.3,97,41.6,41.6,4,350,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-05-23,2012-11-06-00,43.9,36.6,39.5,76,933.7,97,41.0,41.0,4,350,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-06-00,2012-11-06-01,43.6,36.8,39.7,77,933.9,99,40.4,40.4,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-01,2012-11-06-02,43.2,37.1,40.0,79,934.9,100,39.9,39.9,5,20,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-02,2012-11-06-03,42.8,37.3,38.5,81,934.3,100,39.3,39.3,5,20,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-03,2012-11-06-04,42.4,37.5,38.8,83,933.7,100,38.5,38.5,5,10,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-04,2012-11-06-05,42.1,37.6,39.0,85,933.8,100,38.3,38.3,5,10,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-05,2012-11-06-06,41.8,37.7,39.2,86,934.0,100,38.0,38.0,5,10,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-06,2012-11-06-07,41.6,37.8,39.3,87,934.4,100,37.7,37.7,5,10,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-07,2012-11-06-08,41.9,38.7,39.6,89,934.7,100,38.1,38.1,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-06-08,2012-11-06-09,44.9,39.1,41.8,80,935.3,100,41.2,41.2,6,10,0.00,31,31,0,7
Madrid History 2012,581525,2012-11-06-09,2012-11-06-10,49.2,37.8,42.9,65,935.5,65,45.7,45.7,7,30,0.00,151,113,139,8
Madrid History 2012,581525,2012-11-06-10,2012-11-06-11,51.9,36.6,44.5,56,935.7,23,48.6,48.6,8,50,0.00,344,121,554,9
Madrid History 2012,581525,2012-11-06-11,2012-11-06-12,50.2,30.4,41.2,46,939.1,7,45.6,45.6,11,50,0.00,493,74,844,13
Madrid History 2012,581525,2012-11-06-12,2012-11-06-13,51.9,30.4,42.1,43,939.1,2,47.7,47.7,11,50,0.00,560,76,886,13
Madrid History 2012,581525,2012-11-06-13,2012-11-06-14,52.8,31.2,42.3,44,938.3,4,48.9,48.9,10,50,0.00,564,75,900,12
Madrid History 2012,581525,2012-11-06-14,2012-11-06-15,53.6,33.9,44.3,47,939.1,6,49.4,49.4,13,100,0.00,507,94,839,15
Madrid History 2012,581525,2012-11-06-15,2012-11-06-16,53.5,32.2,42.3,44,939.1,2,49.3,49.3,13,90,0.00,395,84,784,15
Madrid History 2012,581525,2012-11-06-16,2012-11-06-17,52.2,36.2,44.1,54,936.0,1,49.8,49.8,6,60,0.00,242,69,663,7
Madrid History 2012,581525,2012-11-06-17,2012-11-06-18,47.1,35.3,41.1,64,936.4,1,43.5,43.5,6,60,0.00,72,41,320,7
Madrid History 2012,581525,2012-11-06-18,2012-11-06-19,45.7,34.5,39.6,65,937.9,1,40.9,40.9,8,70,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-06-19,2012-11-06-20,43.8,33.6,38.3,67,938.3,5,38.3,38.3,9,70,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-06-20,2012-11-06-21,42.5,33.1,36.9,69,938.6,4,36.6,36.6,9,60,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-06-21,2012-11-06-22,41.0,32.6,35.6,72,939.2,29,35.2,35.2,8,60,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-06-22,2012-11-06-23,40.0,32.4,35.9,74,939.6,34,34.1,34.1,8,50,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-06-23,2012-11-07-00,39.1,32.2,34.4,76,939.5,27,33.1,33.1,8,40,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-07-00,2012-11-07-01,38.4,31.9,34.6,77,939.2,24,32.2,32.2,8,40,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-07-01,2012-11-07-02,37.9,31.2,34.6,77,939.6,25,30.9,30.9,9,40,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-07-02,2012-11-07-03,37.2,30.3,32.7,76,939.4,57,30.0,30.0,9,40,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-07-03,2012-11-07-04,36.9,29.3,32.5,74,939.2,39,29.6,29.6,9,40,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-07-04,2012-11-07-05,36.4,28.0,32.1,71,939.0,49,29.1,29.1,9,40,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-07-05,2012-11-07-06,36.1,26.8,31.9,69,939.0,58,28.8,28.8,9,40,0.00,0,0,0,10
Madrid History 2012,581525,2012-11-07-06,2012-11-07-07,36.1,25.6,31.6,65,939.2,77,29.0,29.0,8,40,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-07-07,2012-11-07-08,36.6,24.9,31.3,62,939.3,87,30.0,30.0,8,50,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-07-08,2012-11-07-09,39.4,25.4,33.7,57,939.4,97,33.6,33.6,7,50,0.00,34,34,0,8
Madrid History 2012,581525,2012-11-07-09,2012-11-07-10,41.1,25.1,34.7,53,939.6,93,35.8,35.8,7,60,0.00,95,94,4,8
Madrid History 2012,581525,2012-11-07-10,2012-11-07-11,43.5,27.2,36.1,52,939.1,95,38.8,38.8,7,70,0.00,133,133,0,8
Madrid History 2012,581525,2012-11-07-11,2012-11-07-12,45.6,28.4,37.5,51,938.8,97,41.1,41.1,7,70,0.00,163,162,2,8
Madrid History 2012,581525,2012-11-07-12,2012-11-07-13,48.2,25.3,37.4,41,941.9,100,44.5,44.5,7,50,0.00,165,164,1,8
Madrid History 2012,581525,2012-11-07-13,2012-11-07-14,47.6,33.6,40.1,58,937.5,100,44.0,44.0,7,70,0.00,114,114,0,8
Madrid History 2012,581525,2012-11-07-14,2012-11-07-15,47.3,36.1,41.2,65,936.8,100,43.7,43.7,6,50,0.01,80,80,0,7
Madrid History 2012,581525,2012-11-07-15,2012-11-07-16,48.1,30.8,39.0,51,940.9,100,44.5,44.5,7,50,0.02,48,48,0,8
Madrid History 2012,581525,2012-11-07-16,2012-11-07-17,46.4,34.2,39.3,63,940.9,100,44.3,44.3,4,80,0.07,31,31,0,5
Madrid History 2012,581525,2012-11-07-17,2012-11-07-18,45.8,37.7,40.9,74,941.0,100,44.4,44.4,3,100,0.15,8,8,0,3
Madrid History 2012,581525,2012-11-07-18,2012-11-07-19,42.9,42.7,42.8,100,941.0,100,37.7,37.7,8,20,0.15,0,0,0,9
Madrid History 2012,581525,2012-11-07-19,2012-11-07-20,43.5,43.0,42.7,99,939.4,100,38.0,38.0,9,30,0.10,0,0,0,10
Madrid History 2012,581525,2012-11-07-20,2012-11-07-21,44.7,43.0,43.8,94,936.8,96,39.8,39.8,8,80,0.00,0,0,0,9
Madrid History 2012,581525,2012-11-07-21,2012-11-07-22,44.9,43.2,43.8,94,937.1,97,41.0,41.0,6,70,0.00,0,0,0,7
Madrid History 2012,581525,2012-11-07-22,2012-11-07-23,45.3,43.5,43.8,94,937.1,94,41.5,41.5,6,70,0.01,0,0,0,7
Madrid History 2012,581525,2012-11-07-23,2012-11-08-00,45.6,43.9,43.8,94,936.9,98,42.4,42.4,5,60,0.01,0,0,0,6
Madrid History 2012,581525,2012-11-08-00,2012-11-08-01,46.0,44.3,43.8,94,936.5,100,43.5,43.5,4,60,0.01,0,0,0,5
Madrid History 2012,581525,2012-11-08-01,2012-11-08-02,47.1,46.0,46.0,97,936.4,100,45.5,45.5,3,100,0.01,0,0,0,3
Madrid History 2012,581525,2012-11-08-02,2012-11-08-03,47.5,46.6,46.0,97,935.5,100,45.1,45.1,5,100,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-08-03,2012-11-08-04,47.9,47.0,46.0,97,934.5,100,45.2,45.2,5,110,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-08-04,2012-11-08-05,48.0,47.1,46.0,97,934.1,100,45.8,45.8,4,100,0.01,0,0,0,5
Madrid History 2012,581525,2012-11-08-05,2012-11-08-06,48.2,47.2,46.0,97,933.6,100,46.2,46.2,4,90,0.02,0,0,0,5
Madrid History 2012,581525,2012-11-08-06,2012-11-08-07,48.5,47.2,47.6,96,933.2,100,46.5,46.5,4,70,0.02,0,0,0,5
Madrid History 2012,581525,2012-11-08-07,2012-11-08-08,48.6,47.7,47.9,98,935.1,100,48.6,48.6,2,220,0.38,0,0,0,2
Madrid History 2012,581525,2012-11-08-08,2012-11-08-09,48.2,47.5,47.9,98,935.1,100,48.2,48.2,2,90,0.12,1,1,0,2
Madrid History 2012,581525,2012-11-08-09,2012-11-08-10,48.6,47.4,47.6,96,935.1,100,47.2,47.2,3,80,0.07,6,6,0,3
Madrid History 2012,581525,2012-11-08-10,2012-11-08-11,49.9,49.8,48.2,100,938.2,100,47.2,47.2,6,30,0.06,17,17,0,7
Madrid History 2012,581525,2012-11-08-11,2012-11-08-12,51.6,51.5,50.0,100,938.2,100,48.1,48.1,9,40,0.07,29,29,0,10
Madrid History 2012,581525,2012-11-08-12,2012-11-08-13,51.7,49.8,49.1,94,939.0,100,50.7,50.7,4,220,0.07,34,34,0,5
Madrid History 2012,581525,2012-11-08-13,2012-11-08-14,50.0,49.8,50.0,100,938.2,100,50.0,50.0,2,0,0.19,32,32,0,2
Madrid History 2012,581525,2012-11-08-14,2012-11-08-15,50.0,49.8,48.2,100,938.2,100,50.0,50.0,2,0,0.14,32,32,0,2
Madrid History 2012,581525,2012-11-08-15,2012-11-08-16,51.7,51.5,50.0,100,936.3,100,47.5,47.5,11,110,0.07,20,20,0,13
Madrid History 2012,581525,2012-11-08-16,2012-11-08-17,51.7,49.8,49.1,94,936.3,100,50.5,50.5,4,110,0.08,12,12,0,5
Madrid History 2012,581525,2012-11-08-17,2012-11-08-18,51.7,49.8,49.1,94,936.3,100,51.4,51.4,3,340,0.04,2,2,0,3
Madrid History 2012,581525,2012-11-08-18,2012-11-08-19,52.1,50.5,50.9,94,935.2,100,51.9,51.9,3,0,0.04,0,0,0,3
Madrid History 2012,581525,2012-11-08-19,2012-11-08-20,50.0,49.8,50.0,100,935.4,95,47.9,47.9,5,30,0.03,0,0,0,6
Madrid History 2012,581525,2012-11-08-20,2012-11-08-21,50.6,49.9,49.7,98,932.1,101,49.1,49.1,4,60,0.09,0,0,0,5
Madrid History 2012,581525,2012-11-08-21,2012-11-08-22,50.8,50.3,49.7,98,931.6,99,50.5,50.5,3,70,0.06,0,0,0,3
Madrid History 2012,581525,2012-11-08-22,2012-11-08-23,50.7,50.1,49.7,98,932.3,99,49.5,49.5,4,80,0.04,0,0,0,5
Madrid History 2012,581525,2012-11-08-23,2012-11-09-00,50.8,50.1,49.7,98,932.0,101,48.4,48.4,6,80,0.01,0,0,0,7
Madrid History 2012,581525,2012-11-09-00,2012-11-09-01,50.5,49.8,49.7,98,931.9,100,48.6,48.6,5,90,0.01,0,0,0,6
Madrid History 2012,581525,2012-11-09-01,2012-11-09-02,51.5,50.9,49.9,99,931.6,100,50.0,50.0,4,150,0.09,0,0,0,5
Madrid History 2012,581525,2012-11-09-02,2012-11-09-03,51.3,50.9,49.9,99,931.4,100,51.3,51.3,2,130,0.02,0,0,0,2
Madrid History 2012,581525,2012-11-09-03,2012-11-09-04,51.3,50.9,49.9,99,930.5,100,51.3,51.3,2,90,0.02,0,0,0,2
Madrid History 2012,581525,2012-11-09-04,2012-11-09-05,51.5,51.0,49.9,99,930.1,100,51.1,51.1,3,90,0.04,0,0,0,3
Madrid History 2012,581525,2012-11-09-05,2012-11-09-06,51.6,51.0,49.9,99,930.0,100,50.7,50.7,3,110,0.05,0,0,0,3
Madrid History 2012,581525,2012-11-09-06,2012-11-09-07,51.5,50.9,49.7,98,930.2,100,50.7,50.7,3,120,0.05,0,0,0,3
Madrid History 2012,581525,2012-11-09-07,2012-11-09-08,51.2,50.7,49.7,98,930.8,100,50.0,50.0,4,130,0.07,0,0,0,5
Madrid History 2012,581525,2012-11-09-08,2012-11-09-09,51.6,50.8,49.7,98,931.0,100,50.3,50.3,4,150,0.02,5,5,0,5
Madrid History 2012,581525,2012-11-09-09,2012-11-09-10,52.6,51.2,51.0,95,930.5,100,51.3,51.3,4,140,0.01,23,23,0,5
Madrid History 2012,581525,2012-11-09-10,2012-11-09-11,53.3,51.4,50.9,94,930.3,98,52.1,52.1,4,140,0.02,57,57,0,5
Madrid History 2012,581525,2012-11-09-11,2012-11-09-12,51.9,51.7,51.8,100,934.4,100,51.4,51.4,3,160,0.05,91,91,0,3
Madrid History 2012,581525,2012-11-09-12,2012-11-09-13,51.9,51.7,51.8,100,933.5,100,51.3,51.3,3,160,0.05,64,64,0,3
Madrid History 2012,581525,2012-11-09-13,2012-11-09-14,53.6,53.4,51.8,100,933.5,100,53.3,53.3,3,180,0.10,47,47,0,3
Madrid History 2012,581525,2012-11-09-14,2012-11-09-15,53.5,53.4,51.8,100,932.6,100,51.6,51.6,6,180,0.01,68,68,0,7
Madrid History 2012,581525,2012-11-09-15,2012-11-09-16,52.5,51.1,51.0,95,929.1,100,51.7,51.7,4,150,0.01,55,55,0,5
Madrid History 2012,581525,2012-11-09-16,2012-11-09-17,51.1,50.1,49.5,97,929.0,100,50.2,50.2,3,160,0.01,39,39,0,3
Madrid History 2012,581525,2012-11-09-17,2012-11-09-18,50.5,49.6,49.5,97,928.7,100,49.2,49.2,4,140,0.02,11,11,0,5
Madrid History 2012,581525,2012-11-09-18,2012-11-09-19,53.4,53.2,51.8,100,931.6,100,50.9,50.9,7,180,0.02,0,0,0,8
Madrid History 2012,581525,2012-11-09-19,2012-11-09-20,52.2,51.8,51.6,99,931.6,88,49.5,49.5,7,200,0.04,0,0,0,8
Madrid History 2012,581525,2012-11-09-20,2012-11-09-21,49.5,48.6,47.8,97,929.3,61,46.3,46.3,7,220,0.00,0,0,0,8
Madrid History 2012,581525,2012-11-09-21,2012-11-09-22,48.0,47.2,46.1,98,928.8,42,45.4,45.4,5,230,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-09-22,2012-11-09-23,46.6,45.9,46.1,98,928.7,28,44.5,44.5,4,230,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-09-23,2012-11-10-00,45.6,45.0,44.3,98,928.7,13,43.7,43.7,4,230,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-00,2012-11-10-01,44.3,43.7,42.5,98,928.7,9,42.2,42.2,4,230,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-01,2012-11-10-02,44.6,44.0,44.3,98,927.6,13,42.0,42.0,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-02,2012-11-10-03,43.9,43.3,42.5,98,927.2,25,41.3,41.3,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-03,2012-11-10-04,43.5,42.8,42.5,98,926.8,39,40.6,40.6,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-04,2012-11-10-05,43.4,42.8,42.5,98,926.8,59,40.5,40.5,4,250,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-05,2012-11-10-06,43.6,43.0,42.5,98,927.0,82,40.7,40.7,4,250,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-06,2012-11-10-07,44.3,43.4,42.4,97,927.2,93,41.5,41.5,4,240,0.00,0,0,0,5
Madrid History 2012,581525,2012-11-10-07,2012-11-10-08,45.2,44.3,44.2,97,927.0,98,41.8,41.8,5,230,0.00,0,0,0,6
Madrid History 2012,581525,2012-11-10-08,2012-11-10-09,45.9,44.5,43.9,95,927.3,98,42.3,42.3,6,230,0.00,13,13,0,7
Madrid History 2012,581525,2012-11-10-09,2012-11-10-10,47.9,44.8,44.8,89,927.1,90,44.3,44.3,7,230,0.00,52,52,0,8
Madrid History 2012,581525,2012-11-10-10,2012-11-10-11,46.6,46.2,46.3,99,929.8,84,42.5,42.5,7,230,0.00,153,148,14,8
Madrid History 2012,581525,2012-11-10-11,2012-11-10-12,51.7,47.9,48.0,87,929.8,86,48.8,48.8,7,240,0.00,257,216,86,8
Madrid History 2012,581525,2012-11-10-12,2012-11-10-13,50.1,47.9,48.9,93,929.8,97,47.3,47.3,6,200,0.00,277,238,73,7
Madrid History 2012,581525,2012-11-10-13,2012-11-10-14,51.8,44.5,47.9,76,928.8,90,48.2,48.2,9,220,0.01,207,200,13,10
Madrid History 2012,581525,2012-11-10-14,2012-11-10-15,51.0,44.4,46.7,79,927.7,89,47.2,47.2,9,220,0.00,247,211,74,10
Madrid History 2012,581525,2012-11-10-15,2012-11-10-16,49.5,44.3,45.5,82,927.3,79,45.4,45.4,9,230,0.00,188,162,68,10
Madrid History 2012,581525,2012-11-10-16,2012-11-10-17,49.9,47.9,47.2,93,927.1,78,46.5,46.5,7,240,0.00,133,103,122,8
Madrid History 2012,581525,2012-11-10-17,2012-11-10-18,48.1,47.8,46.4,100,927.1,66,43.6,43.6,9,220,0.00,39,31,95,10
Madrid History 2012,581525,2012-11-10-18,2012-11-10-19,46.3,46.2,44.6,100,927.1,50,40.7,40.7,11,230,0.00,0,0,0,13
